qid,query,docno,score,rank,text
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_44_462432502,24.665943145751953,10,"Women begin losing bone mass rapidly after they reach menopause. This sudden change doesn’t occur in men, but by age 65 or 70, both men and women are losing bone mass at the same rate. Absorption of calcium also declines in both men and women in this age range."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_55_738286358,24.65196990966797,11,Natural processes break down bones and build them up at a microscopic level. This natural process is influenced by age – children and young adults build more bone than they break down. Bone mass peaks around age 30 and then declines – women tend to lose bone most rapidly during menopause.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_68_48591780,24.607685089111328,12,"But once you hit your 20s, that process begins to slow down as you reach adulthood. By the time you’re 30, you’ll likely have reached your peak bone mass. The higher your bone mass at its peak, the less likely you are to lose too much of that mass as you age."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_44_461409698,24.59441375732422,13,"This causes bones to lose minerals, heaviness (mass), and structure, making them weaker and more prone to breaking, leading to osteopenia. All people begin losing bone mass after they reach peak BMD at about 30 years of age. The thicker your bones are by about age 30, the longer it takes to develop osteopenia or osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_10_669572296,24.569372177124023,14,"Until about age 30, people normally build more bone than they lose. During the aging process, bone breakdown begins to outpace bone buildup, resulting in a gradual loss of bone mass. Once this loss of bone reaches a certain point, a person has osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_66_702392512,24.569372177124023,15,"Until about age 30, people normally build more bone than they lose. During the aging process, bone breakdown begins to outpace bone buildup, resulting in a gradual loss of bone mass. Once this loss of bone reaches a certain point, a person has osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_10_669481249,24.569372177124023,16,"Until about age 30, people normally build more bone than they lose. During the aging process, bone breakdown begins to outpace bone buildup, resulting in a gradual loss of bone mass. Once this loss of bone reaches a certain point, a person has osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_66_708619074,24.48638916015625,17,"Age. Your bone density peaks around age 30. After that, you’ll begin to lose bone mass. So that’s all the more reason to do strength training and weight-bearing exercise -- and make sure you get enough calcium and vitamin D from your diet -- to keep your bones as strong as possible as you get older. Gender."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_30_608937387,24.429424285888672,18,"The reduction of bone mass begins between ages 30 and 40, and continues to decline. Women lose about 8% of skeletal mass every decade, while men lose about 3%. Epiphyses, vertebrae, and the jaws lose more mass than other sites, resulting in fragile limbs, reduction in height, and loss of teeth."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_02_645296948,24.23678970336914,19,"Graph Showing Relationship Between Age and Bone Mass. Bone density peaks at about 30 years of age. Women lose bone mass more rapidly than men. While osteoporosis can involve any bone, it most commonly affects the proximal ends of the femur, vertebrae, and wrist."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_02_179210433,24.208539962768555,20,"They have smaller, thinner bones than men to begin with, and they lose bone mass more rapidly after menopause (usually around age 50), when they stop producing a bone-protecting hormone called estrogen. In the five to seven years following menopause, women can lose about 20% of their bone mass."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_02_215970697,24.208539962768555,21,"They have smaller, thinner bones than men to begin with, and they lose bone mass more rapidly after menopause (usually around age 50), when they stop producing a bone-protecting hormone called estrogen. In the five to seven years following menopause, women can lose about 20% of their bone mass."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_27_502238343,24.208539962768555,22,"They have smaller, thinner bones than men to begin with, and they lose bone mass more rapidly after menopause (usually around age 50), when they stop producing a bone-protecting hormone called estrogen. In the five to seven years following menopause, women can lose about 20% of their bone mass."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_29_164562769,24.13589096069336,23,"Figure 6.6.2 – Graph Showing Relationship Between Age and Bone Mass: Bone density peaks at about 30 years of age. Women lose bone mass more rapidly than men. While osteoporosis can involve any bone, it most commonly affects the proximal ends of the femur, vertebrae, and wrist."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_15_602878005,24.09770965576172,26,Graph Showing Relationship Between Age and Bone Mass. Bone density peaks at about 30 years of age. Women lose bone mass more rapidly than men. Figure 2 shows that women lose bone mass more quickly than men starting at about 50 years of age.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_15_590358302,24.09770965576172,25,Graph Showing Relationship Between Age and Bone Mass. Bone density peaks at about 30 years of age. Women lose bone mass more rapidly than men. Figure 2 shows that women lose bone mass more quickly than men starting at about 50 years of age.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_15_563430484,24.09770965576172,24,Graph Showing Relationship Between Age and Bone Mass. Bone density peaks at about 30 years of age. Women lose bone mass more rapidly than men. Figure 2 shows that women lose bone mass more quickly than men starting at about 50 years of age.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_49_487162093,23.89012908935547,27,"Why is bone health important? Bone is a living tissue that is constantly breaking down and being replaced. Throughout life, your body balances the loss of bone with the creation of new bone. You reach your highest bone mass (size and strength) at about age 30, usually between ages 20 to 25. After that, you begin to lose bone mass."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_26_847195118,23.85134506225586,28,"Build Up Strength. After the age of 50, adults begin to lose about a quarter of a pound of muscle mass each year because of the natural aging process and a decline in hormones. The best way to fight back against this muscle mass loss is to throw some resistance training in once or twice a week."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_08_672756935,23.849971771240234,29,"After about 35 years  of age, you begin to lose more bone that your body makes. Most people lose about 1% of bone each year after their mid-thirties. Women in their  post menopausal year often experienced a much more dramatic increase in bone loss. They lose 4-5% of their bone each year for several years. But even at the low rate  of 1% a year, by age 65 even men have lost about 30% of their total bone mass."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_49_486599463,23.65329360961914,30,"Bones not only get longer and wider, they also get denser (thicker). People reach their peak bone mass—their largest and densest bone— by their late teens or early twenties. As early as age 30, some bones begin to slowly lose mass as a normal part of aging."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_49_487167527,23.65329360961914,31,"Bones not only get longer and wider, they also get denser (thicker). People reach their peak bone mass—their largest and densest bone— by their late teens or early twenties. As early as age 30, some bones begin to slowly lose mass as a normal part of aging."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_04_94071710,23.621631622314453,32,"As a result, inorganic minerals gradually constitute a greater proportion of the bone extracellular matrix. Loss of bone mass results from demineralization and usually begins after age 30 in females, accelerates greatly around age 45 as levels of estrogens decrease, and continues until as much as 30% of the calcium in bones is lost by age 70. Once bone loss begins in females, about 8% of bone mass is lost every 10 years."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_37_336752759,23.596927642822266,33,"The T-score is a measure of the number of standard deviations your bone density is from a young adult’s bone density. It basically compares your bone density to someone at peak bone health. Once you reach your peak bone mass around age 40, you begin to lose bone density each year."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_61_171511063,23.585514068603516,34,"Low bone mass, called osteopenia, is the precursor to osteoporosis and can lead to osteoporosis. Bone mass peaks around 35 years of age. For example, if you have about 100% of your bone mass at age 50 (menopause), you will lose about 3% of your bone mass silently for about 5 years after menopause. That's 15%."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_61_171492944,23.585514068603516,35,"Low bone mass, called osteopenia, is the precursor to osteoporosis and can lead to osteoporosis. Bone mass peaks around 35 years of age. For example, if you have about 100% of your bone mass at age 50 (menopause), you will lose about 3% of your bone mass silently for about 5 years after menopause. That's 15%."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_57_535171510,23.302349090576172,36,"Losing Bone. Usually around age 30, the reverse begins happening. We start losing bone faster than it’s made. By menopause (and for men about age 60), small holes like broken spider webs begin to appear in the calcium crystals that hold bone together. These holes can grow and grow until bones begin to crumble."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_04_281815983,23.217016220092773,39,"About five to 10 years after menopause starts, women can lose up to one-third of their bone mass. Men also lose bone mass as they age, but women tend to lose it faster. Any bone in the body can be affected by osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_04_281825460,23.217016220092773,37,"About five to 10 years after menopause starts, women can lose up to one-third of their bone mass. Men also lose bone mass as they age, but women tend to lose it faster. Any bone in the body can be affected by osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_04_281806506,23.217016220092773,38,"About five to 10 years after menopause starts, women can lose up to one-third of their bone mass. Men also lose bone mass as they age, but women tend to lose it faster. Any bone in the body can be affected by osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_38_414866952,23.14864730834961,40,Early menopause can cause early bone loss and disease well before the age of 65. Women lose more than 30% of their bone mass within five years after menopause. So what can women do to fight against osteoporosis? It starts with understanding human bones.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_06_769107145,23.108062744140625,41,Supplements and medications are typically given to help bones retain their mass. Osteoporosis primarily affects women over the age of 50 because women typically tend to lose about 1 percent of their bone mass after the age 35.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_216904897,23.108062744140625,42,Supplements and medications are typically given to help bones retain their mass. Osteoporosis primarily affects women over the age of 50 because women typically tend to lose about 1 percent of their bone mass after the age 35.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_777502894,23.108062744140625,43,Supplements and medications are typically given to help bones retain their mass. Osteoporosis primarily affects women over the age of 50 because women typically tend to lose about 1 percent of their bone mass after the age 35.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_10_673366077,23.064882278442383,44,"Although most of the bone density may return during puberty, children with juvenile osteoporosis usually have lower peak bone mass as adults. No matter what the cause, juvenile osteoporosis is a very serious condition. You build about 90% of your bone mass by the time you're ages 18 to 20."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_37_220671067,23.023181915283203,45,"While men do lose some bone mass as they age, post-menopausal women are particularly susceptible and can lose as much as 2 percent bone mass each year. Research done at Tufts University shows that strength training can dramatically reduce this loss, restore bones, and contribute to better balance and less fractures."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_169139765,23.010562896728516,52,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_132569288,23.010562896728516,51,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_115356547,23.010562896728516,49,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_131421371,23.010562896728516,50,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_07_693339166,23.010562896728516,48,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_124648822,23.010562896728516,46,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_07_668691835,23.010562896728516,47,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_66_708607265,22.981719970703125,53,"That's exactly what your bones have to do. They’re at their strongest around age 30, after which they gradually lose minerals. So children, teenagers, and young adults are building bone that must last the rest of their lives. That means it’s never too early to think about protecting yourself from osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_31_566103947,22.828567504882812,54,"After a certain age, people on Earth start to lose mass in their bones, typically at a rate of about 1-to-2 percent a year. But in space, those people lose bone mass at a greatly accelerated rate: as much as 1-to-2 percent a month."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_44_700568174,22.77808952331543,55,"Usually, they are given supplements and medications to help their bones retain mass. Osteoporosis essentially affects women that are above the age of 50. This is because women usually tend to lose their bone mass. About one percent of women’s bone mass is lost after the age of 35."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_07_668692692,22.754911422729492,59,Regular exercise and adequate calcium and vitamin D intake reduce the risk for osteoporosis. Medications called bisphosphonates help preserve bone mass in people with osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_115357404,22.754911422729492,61,Regular exercise and adequate calcium and vitamin D intake reduce the risk for osteoporosis. Medications called bisphosphonates help preserve bone mass in people with osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_07_693340025,22.754911422729492,60,Regular exercise and adequate calcium and vitamin D intake reduce the risk for osteoporosis. Medications called bisphosphonates help preserve bone mass in people with osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_124649679,22.754911422729492,62,Regular exercise and adequate calcium and vitamin D intake reduce the risk for osteoporosis. Medications called bisphosphonates help preserve bone mass in people with osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_131422228,22.754911422729492,58,Regular exercise and adequate calcium and vitamin D intake reduce the risk for osteoporosis. Medications called bisphosphonates help preserve bone mass in people with osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_132570145,22.754911422729492,57,Regular exercise and adequate calcium and vitamin D intake reduce the risk for osteoporosis. Medications called bisphosphonates help preserve bone mass in people with osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_169140622,22.754911422729492,56,Regular exercise and adequate calcium and vitamin D intake reduce the risk for osteoporosis. Medications called bisphosphonates help preserve bone mass in people with osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_37_218307932,22.68076515197754,63,"Higher bone density reduces the risk of osteoporosis and lowers the risk of falls and broken bones. While men do lose some bone mass as they age, post-menopausal women are particularly susceptible and can lose as much as 2 percent bone mass each year."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_37_336748254,22.676513671875,64,"In fact, in the five to seven years following menopause, a woman can lose up to 20% of her bone density .². Age: In your lifetime, you increase bone mass from childhood to about your mid-thirties, when you reach your peak bone mass. Then, after age 40, you lose about 1% bone density every year .³."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_11_67024711,22.532306671142578,65,"In adults, this occurs at a rate of about 10% each year. This is a natural process to ensure maintenance of normal bone mass as a person ages. Normal bone mass indicates healthy bones that are free of problems such as osteoporosis. The remodeling cycle usually starts when injury or mechanical stresses occur in bones."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_539417877,22.514619827270508,66,"Although men have a lower risk of osteoporosis (""thin bones"") than women, they do lose bone calcium as they age, increasing the risk of fractures. One reason for the drop in muscle mass and bone density is a drop in the male hormone testosterone, which declines by about 1% per year after the age of 40."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_37_336546592,22.47632598876953,67,"That includes a diet rich in whole foods, vegetables, fruits and nuts…and also exercise. This is known as building up your ‘bone bank’. Because after you reach peak bone mass (about age 40) you begin to lose 1% of your total bone mineral density each year."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_03_308010621,22.442432403564453,68,"Age has
                    been associated with osteoporosis because after peak bone mass is reached, it gradually
                    begins to decline. The more years that pass, the greater the loss of bone. As a
                    rough estimate, we lose 10% of our bone mass per decade of life after the age of
                    thirty."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_41_170486272,22.422134399414062,69,"Data from the National Health and Nutrition Examination Survey, 2005–2008. Nine percent of adults aged 50 years and over had osteoporosis, as defined by the World Health Organization, at either the femur neck or lumbar spine. About one-half had low bone mass at either site, while 48% had normal bone mass at both sites."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_22_256176072,22.274253845214844,70,Osteoporosis is a disease of the bones. It causes you to lose bone mass. Osteoporosis occurs most often in older adults. Women are more likely to have it than men. This is due to several factors. Women have less bone mass than men to begin with. Women also tend to live longer and absorb less calcium.
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_22_534539976,22.236181259155273,71,"Primal Collagen is a supplement that can be used by anyone. It is specifically beneficial for those who are aging. In fact, starting at the age of about 25, we begin to naturally lose collagen and bone mass, so supplementing with collagen can prove very helpful."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_65_783016699,22.163665771484375,72,"This means that the adult skeleton is completely renewed over a period of 7–10 years. Eventually, from the age of about 40, bone starts to be broken down more quickly than it’s replaced, so our bones slowly begin to lose their density."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_34_93901849,22.157459259033203,73,"Why dietary calcium is important. Our bones reach their highest mass during our 20s. Our bones later lose density during normal “ageing”, increasing the risk of fracture. It’s estimated that a fracture occurs every 3.6 minutes in Australian adults aged 50 years and over."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_544808271,22.122047424316406,75,"Is osteoporosis a normal part of aging? While it is typical to lose some bone mass as you age, it is not normal to have osteoporosis, to experience painful broken bones, or to lose more than 1-1/2 inches of height. Osteoporosis may be prevented and it is easily diagnosed and treated."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_06_728442920,22.122047424316406,74,"Is osteoporosis a normal part of aging? While it is typical to lose some bone mass as you age, it is not normal to have osteoporosis, to experience painful broken bones, or to lose more than 1-1/2 inches of height. Osteoporosis may be prevented and it is easily diagnosed and treated."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_07_123296727,21.9588565826416,76,"Osteoporosis begins when the body  cannot make new bone fast enough to replace bone loss. Both men and women  lose some bone mass as they age, but the rate of loss is much slower in  men (who have denser bones to begin with) than in women, and osteoporosis  is rarely a problem for men."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_39_125029338,21.659626007080078,77,"Let’s take a look at the two conditions from a bone density perspective. Bone density is a measurement of the density and strength of bones. Peak bone density occurs around the age of 30, but after that, people gradually begin to lose bone mass."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_60_188502221,21.640338897705078,78,"Adults tend to be tall, and bone age is normal. Bone mass is within the female range, which indicates that estrogens alone do not fully compensate for the loss of androgen receptor function. The underlying defects of the disorder are various mutations in the androgen receptor gene. View chapter Purchase book."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_593692065,21.474157333374023,79,"Bones are active and evolving from birth until death. We’re always building new bone and losing old bone, a process known as resorption. Mid-life is when the slide begins. You spend your first few decades building bone mass, and by age 30, you’ve hit peak bone mass: the max amount of bone you’ll have."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_53_564392719,21.220699310302734,80,"Do you shrink with age? Research shows we do. Unless you have a bone disease, shrinking in height is considered a normal part of aging. People typically start to shrink after the age of 40 and lose about half an inch each decade. After the age of 80, it’s possible for both men and women to lose another inch."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_53_692238347,21.190689086914062,81,"Bone mass. What it is: This is the total mass of skeletal bone in the body. According to Withings, normal bone mass for men is between 3 and 5 percent. This changes with age, as our bones reach peak mass in our late 20s, according to the National Institute of Health. Why it matters: Low bone mass may increase the risk of fractures, says Pham."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_04_94070926,20.879554748535156,82,"Because women's bones generally are smaller than men's bones to begin with, loss of bone mass in old age typically causes greater problems in women. These factors contribute to a higher incidence of osteoporosis in women. Aging has two main effects on the skeletal system: Bones become more brittle and lose mass."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_53_588973533,20.848831176757812,83,"Women can lose up to 20% of the total bone mass during this time. Since women generally have a lower bone mass to begin with in comparison with men, the ultimate result is a higher risk of fracture in postmenopausal women as compared to men of the same age."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_57_814341505,20.782657623291016,84,"This process can happen quickly in some patients. A decline in bone density is a major cause of disability in patients with Rheumatoid Arthritis. Normal adults lose about 12 percent of the strength in their backbone each decade. However, patients with Rheumatoid Arthritis who don't receive preventive treatment lose about 10 percent per year, the equivalent of an 8-fold acceleration of aging effects in loss of bone strength."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_28_625525754,20.71636390686035,85,"I have heard that we lose bone mass as we age, but what about muscle mass? Is that also a normal part of aging? Does exercise slow the progression or is muscle loss inevitable?"
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_47_611882979,20.653640747070312,86,"Children with celiac disease who are treated with a gluten-free diet are much more likely to reach a normal bone mass than adults. Even after successful treatment for celiac disease, adults may have osteoporosis or bones that have lower bone mass than normal for their age group."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_591410873,20.277393341064453,88,"A bit of stress on your bones stimulates new bone growth, so if you had a health condition as a child that kept you from running and jumping, you may end up with a lower peak bone mass. As an adult, weight-bearing exercise can boost your bone density and help keep it stable as you naturally lose bone mass with age."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_592418005,20.277393341064453,87,"A bit of stress on your bones stimulates new bone growth, so if you had a health condition as a child that kept you from running and jumping, you may end up with a lower peak bone mass. As an adult, weight-bearing exercise can boost your bone density and help keep it stable as you naturally lose bone mass with age."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_39_714339196,20.249414443969727,89,"Less than -2.5: Osteoporosis. Your bone mass is more than 2.5 standard deviations lower than the average for healthy young women. Your bone mass is much lower than normal and your fracture risk is three times higher than average. Your bone mass is lower than 99% of healthy young, adult women.2. Often your bone density test will state your chronological age and your average age for your bone density measurement."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_29_458776515,19.91302490234375,90,"Myth 3: Menopause leads to weakened bones. Fact: The weakening of bones in a woman’s body has no direct correlation to menopause. Women lose 10% of their bone mass during menopause, which is a normal process around that age."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_591406582,19.184051513671875,91,"That whole “big-boned” or “small-boned” thing is real. Someone who is small framed has smaller, thinner bones, and therefore, a lower peak bone mass to begin with, so when they start losing more bone mass with age, there’s less to take from, putting their bones at risk for osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_592413714,19.184051513671875,92,"That whole “big-boned” or “small-boned” thing is real. Someone who is small framed has smaller, thinner bones, and therefore, a lower peak bone mass to begin with, so when they start losing more bone mass with age, there’s less to take from, putting their bones at risk for osteoporosis."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_43_494102932,19.01785659790039,93,"In case of inadequate calcium intake, the foetus will take what it needs from the mother – this can lead to osteoporosis or cavities. Studies suggest that women lose about 3 to 6% of their bone mass during pregnancy. However, this ‘lost’ bone is replaced within a few months after pregnancy and the bone density returns to normal."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_48_544777559,17.71784782409668,94,"However, if a person has low bone mass and continues to lose bone density, this may lead to osteoporosis. A combination of low bone mass and a risk factor for fracture may increase your risk for broken bones, too. Osteoporosis and broken bones do not need to be a normal part of aging."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_24_52598713,17.71784782409668,95,"However, if a person has low bone mass and continues to lose bone density, this may lead to osteoporosis. A combination of low bone mass and a risk factor for fracture may increase your risk for broken bones, too. Osteoporosis and broken bones do not need to be a normal part of aging."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_06_728430886,17.71784782409668,96,"However, if a person has low bone mass and continues to lose bone density, this may lead to osteoporosis. A combination of low bone mass and a risk factor for fracture may increase your risk for broken bones, too. Osteoporosis and broken bones do not need to be a normal part of aging."
2082,at about what age do adults normally begin to lose bone mass,msmarco_passage_15_399504985,16.969804763793945,97,"The body condition chart below can help you determine whether your young to middle-aged adult cat is at a normal weight. Click on image to enlarge. In older cats, muscle condition is a better indicator. You will be able to feel bones in senior cats who are overweight if they’re starting to lose muscle mass."
